ID,Stop name,Short name,Code,Authority name,Authority short name,Latitude,Longitude,Country name,Country code,Timezone,Service station
8571,Péage Artenay,,opART,,,48.084271,1.85605,France,FR,Europe/Paris,Yes
8598,Relais de Bavois West (Jura),Relais de Bavois,opRS BV,Relais de Bavois,Relais de Bavois,46.673989,6.56965,Switzerland,CH,Europe/Zurich,Yes
8823,Quedlinburg Esso Tankstelle,,Quet,,,51.790029,11.169198,Germany,DE,Europe/Berlin,Yes
8946,opAlmodôverSul,,opAlmodôverSul,,,37.535797,-8.182854,Portugal,PT,Europe/Lisbon,Yes
8947,opAlmôdoverNorte,,opAlmôdoverNorte,,,37.536366,-8.184897,Portugal,PT,Europe/Lisbon,Yes
9057,Aire de service de la Fontaine Colette,Aire de service de la Fontaine Colette,opFOC,Aire de service de la Fontaine Colette,Aire de service de la Fontaine Colette,47.165941,0.632554,France,FR,Europe/Paris,Yes
9062,Aire de Service Bidart Est,,opBidartE,,,43.423256,-1.597485,France,FR,Europe/Paris,Yes
9305,T+R Buckowsee West,,T+R BSW,,,52.88319281,13.70210638,Germany,DE,Europe/Berlin,Yes
9332,Berlin Treptower Park Service Station (Rosengarten),Berlin Treptower Park Service Station,BPP-Rosengarten,Berlin Treptower Park Betriebshalt (Rosengarten),Berlin Treptower Park Betriebshalt,52.4908293,13.46722977,Germany,DE,Europe/Berlin,Yes
9427,Fort Stockton,,2FS,,,30.90552,-102.884784,USA,US,America/Chicago,Yes
9573,Neum - service stop,Neum,NEUM,Neum,Neum,42.923691,17.616321,Bosnia and Herzegovina,BA,Europe/Sarajevo,Yes
9594,Samerberg service station,,Samerberg,,,47.802692,12.17772,Germany,DE,Europe/Berlin,Yes
9621,Piacenza Nord (Service Stop),Piacenza Nord (area di servizio),PNServ,Piacenza Nord (area di servizio),Piacenza Nord (area di servizio),45.10374554,9.684614364,Italy,IT,Europe/Rome,Yes
9625,Aire de Service d'Ambrussum Nord,Aire d'Ambrussum Nord,opAMBN,Aire de Service d'Ambrussum Nord,Aire d'Ambrussum Nord,43.715965,4.135576,France,FR,Europe/Paris,Yes
9667,Aire de Service de Parcé Est,,opPAE,,,47.804448,-0.167063,France,FR,Europe/Paris,Yes
9668,Aire de Service de Parcé Ouest,,opPAO,,,47.807668,-0.166926,France,FR,Europe/Paris,Yes
9669,Wertheim Maxi Autohof,Wertheim Autohof,Wertheim Autohof,,,49.771335,9.57569,Germany,DE,Europe/Berlin,Yes
10581,Sölden Parking,Sölden Parking,Sölden-Parking,Sölden Parking,Sölden Parking,46.95700852,11.00788381,Austria,AT,Europe/Vienna,Yes
10713,Gonars Sud,,Gonars Sud,,,45.881505,13.259201,Italy,IT,Europe/Rome,Yes
10723,Vinding,Vinding,VND,Vinding,Vinding,55.675697,9.566559,Denmark,DK,Europe/Copenhagen,Yes
10817,Uscita Autostradale Frosinone,,UAF,,,41.620825,13.317151,Italy,IT,Europe/Rome,Yes
10847,Area Di Servizio Rio Colore Ovest,,ARCO,,,44.704058,7.762358,Italy,IT,Europe/Rome,Yes
11389,Estación de servicio - Cepsa La Safor I,,opCSF,,,39.039404,-0.226525,Spain,ES,Europe/Madrid,Yes
11484,Aire de Tignée Nord,,Aire de Tignée Nord,,,50.654437,5.710391,Belgium,BE,Europe/Brussels,Yes
11513,Area de Servicio - El Medol North,,opEMN,,,41.140651,1.34704,Spain,ES,Europe/Madrid,Yes
11514,Area de Servicio - El Medol Sur,,opEMS,,,41.1411,1.345857,Spain,ES,Europe/Madrid,Yes
11515,Area de Servicio -  L'Hospitalet Infant Sur,,opLHI,,,40.986269,0.894531,Spain,ES,Europe/Madrid,Yes
11710,Area de Servicio GALP - Do Caia,,opDOC,,,38.883595,-7.048813,Portugal,PT,Europe/Lisbon,Yes
11932,Aire de Service La Frontonnais Est,,opLFE,,,43.811281,1.362508,France,FR,Europe/Paris,Yes
12050,Area di Servizio Esso Cortine,,AdSCRT,,,45.512889,10.3542,Italy,IT,Europe/Rome,Yes
14198,Berlin Südkreuz Depot/Service Station,Berlin Südkreuz Depot,BSK-Depot,Depot of Bus-Art Prima-Klime (BusPartner),Depot of Bus-Art Prima-Klime (BusPartner),52.458808,13.394839,Germany,DE,Europe/Berlin,Yes
14538,Aire de Service des Portes d'Angers,,opPA,,,47.5006662,-0.490232517,France,FR,Europe/Paris,Yes
14669,Vorotynets Motel,Motel,VYM,,,56.05044609,45.86321533,Russia,RU,Europe/Moscow,Yes
14923,Kaltenkirchen Dodendorf Betriebshalt,Kaltenkirchen,KAD,Dodendorf,Kaltenkirchen,53.843998,9.936476,Germany,DE,Europe/Berlin,Yes
15299,Area di Servizio Poggibonsi EST,,ASPE,,,43.488578,11.169061,Italy,IT,Europe/Rome,Yes
